Region,Maker,Model,Model year,Supplier
Europe,Volkswagen,T7 California (Germany),2024,Linde + Wiemann SE & Co. KG
Europe,Volkswagen,T7 California (Germany),2024,SNOP
Europe,Volkswagen,T7 Multivan (Germany),2024,Linde + Wiemann SE & Co. KG
Europe,Volkswagen,Tiguan (Germany),2024,KIRCHHOFF Automotive Deutschland GmbH
Americas,Volvo Cars,Volvo EX90 (USA),2024,Gestamp Automocion S.A.
China,Zhengzhou Nissan,Dongfeng Palasso EV (4WD) (China),2024,Zhengzhou Nissan
China,Aiways,U5 (FF) (China),2023,"GF Casting Solutions Kunshan Co., Ltd."
Europe,Audi,Q8 e-tron (Belgium),2023,Georg Fischer AG
China,BAIC ORV,Beijing BJ60 (4WD) (China),2023,BAIC ORVC
Americas,BMW,3 Series (Mexico),2023,"Hirotec Mexico, S.A.de C.V."
Europe,BMW,7 Series (Germany),2023,Hirotec Manufacturing Deutschland GmbH
Europe,BMW,i5 (Germany),2023,Mubea Motorkomponenten GmbH
Europe,BMW,i5 (Germany),2023,"Nemak, S.A.B. de C.V."
Europe,BMW,i5 (Germany),2023,"Nemak, S.A.B. de C.V."
Europe,BMW,iX1 (Germany),2023,Kirchhoff Polska Sp z o.o.
China,Changan Ford,Ford Explorer (4WD) (China),2023,"Dongguan Tongjin Electrical Appliance Technology Co., Ltd."
China,Changan Ford,Ford Explorer (FR) (China),2023,"Dongguan Tongjin Electrical Appliance Technology Co., Ltd."
China,Chery,Tiggo 9 (4WD) (China),2023,"Daao (Wuhu) Automobile Products Co., Ltd.(Formerly Tower (Wuhu) Automotive Parts Co., Ltd.)"
China,Chery,Tiggo 9 (FF) (China),2023,"Daao (Wuhu) Automobile Products Co., Ltd.(Formerly Tower (Wuhu) Automotive Parts Co., Ltd.)"
Europe,Citroen,C5 Aircross (France),2023,KIRCHHOFF Automotive AG
China,Dongfeng Peugeot Citroen,Citroen C5 X (FF) (China),2023,"Gestamp Automotive Chongqing Co., Ltd."
China,Dongfeng Peugeot Citroen,Citroen C5 X (FF) (China),2023,"Magna Mirrors (Shanghai) Co., Ltd. Chengdu Branch"
China,Dongfeng Peugeot Citroen,Citroen C5 X (FF) (China),2023,"ZF Automotive Systems (Shanghai) Co., Ltd. - Wuhan Branch (Formerly TRW Automotive Components (Shanghai) Co., Ltd. Wuhan Branch)"
Europe,DS Automobiles,DS DS 4 (Germany),2023,KIRCHHOFF Automotive AG
Europe,DS Automobiles,DS DS 7 (France),2023,KIRCHHOFF Automotive AG
Europe,DS Automobiles,DS DS 7 E-Tense (France),2023,KIRCHHOFF Automotive AG
