Region,Maker,Model,Model year,Supplier
Japan,Daihatsu,Boon,2011,Enoki Corporation
Japan,Daihatsu,Boon,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Coo,2011,Enoki Corporation
Japan,Daihatsu,Coo,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Copen,2011,Enoki Corporation
Japan,Daihatsu,Copen,2011,"H-ONE Co., Ltd."
Japan,Daihatsu,Copen,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Esse,2011,Enoki Corporation
Japan,Daihatsu,Esse,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Hijet Cargo,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Hijet Truck,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Mira,2011,Enoki Corporation
Japan,Daihatsu,Mira,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Mira Van,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Move Conte,2011,Enoki Corporation
Japan,Daihatsu,Move Conte,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Tanto,2011,Enoki Corporation
Japan,Daihatsu,Tanto,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Terios Kid,2011,Enoki Corporation
